,id,name,genre,year,gross_usa,gross_worldwide,imdb_users,no_of_ratings,aged_under_18,aged_18_29,aged_30_44,aged_45_plus,males,males_aged_under_18,males_aged_18_29,males_aged_30_44,males_aged_45_plus,females,females_aged_under_18,females_aged_18_29,females_aged_30_44,females_aged_45_plus,top_1000_voters,us_users,non_us_users,no_of_female_ratings,no_of_male_ratings,imdb_users_no_of_ratings,aged_under_18_no_of_ratings,aged_18_29_no_of_ratings,aged_30_44_no_of_ratings,aged_45_plus_no_of_ratings,males_no_of_ratings,males_aged_under_18_no_of_ratings,males_aged_18_29_no_of_ratings,males_aged_30_44_no_of_ratings,males_aged_45_plus_no_of_ratings,females_no_of_ratings,females_aged_under_18_no_of_ratings,females_aged_18_29_no_of_ratings,females_aged_30_44_no_of_ratings,females_aged_45_plus_no_of_ratings,top_1000_voters_no_of_ratings,us_users_no_of_ratings,non_us_users_no_of_ratings,male_rating_10,male_rating_9,male_rating_8,male_rating_7,male_rating_6,male_rating_5,male_rating_4,male_rating_3,male_rating_2,male_rating_1,female_rating_10,female_rating_9,female_rating_8,female_rating_7,female_rating_6,female_rating_5,female_rating_4,female_rating_3,female_rating_2,female_rating_1,gender_ratings
0,tt0017136,Metropolis,"Drama,Sci-Fi",1927.0,1236166.0,NaN,8.3,139109.0,8.6,8.3,8.3,8.2,8.3,8.5,8.3,8.3,8.3,8.3,8.7,8.3,8.3,7.7,8.1,8.3,8.3,17495.0,89952.0,139109.0,94.0,28737.0,54428.0,21544.0,89952.0,76.0,22596.0,45993.0,18120.0,17495.0,15.0,5824.0,7824.0,3158.0,658.0,28702.0,64116.0,22382.0,21559.0,21987.0,11925.0,4955.0,2506.0,1186.0,829.0,597.0,2026.0,4563.0,4137.0,4147.0,2097.0,910.0,477.0,199.0,149.0,147.0,669.0,107447.0
0,tt0021749,City Lights,"Comedy,Drama,Romance",1931.0,19181.0,NaN,8.5,141424.0,8.5,8.6,8.5,8.5,8.6,8.5,8.6,8.5,8.5,8.5,8.8,8.5,8.5,8.6,8.2,8.6,8.5,15785.0,93977.0,141424.0,161.0,38507.0,48919.0,18434.0,93977.0,143.0,32250.0,42072.0,15351.0,15785.0,16.0,5908.0,6359.0,2821.0,655.0,24246.0,66054.0,27686.0,25296.0,22440.0,9936.0,3516.0,1663.0,760.0,504.0,417.0,1759.0,5077.0,3994.0,3481.0,1629.0,594.0,310.0,166.0,119.0,99.0,316.0,109762.0
0,tt0022100,M,"Crime,Mystery,Thriller",1931.0,35566.0,NaN,8.3,123728.0,8.4,8.3,8.4,8.3,8.4,8.5,8.3,8.4,8.4,8.2,7.7,8.2,8.3,7.7,8.1,8.4,8.3,13445.0,82379.0,123728.0,77.0,26257.0,48655.0,18865.0,82379.0,65.0,21820.0,42168.0,15793.0,13445.0,11.0,4179.0,5982.0,2826.0,659.0,27600.0,57080.0,19758.0,21463.0,20707.0,10318.0,4025.0,1912.0,847.0,632.0,457.0,2260.0,3054.0,3363.0,3143.0,1718.0,682.0,385.0,175.0,138.0,128.0,659.0,95824.0
0,tt0027977,Modern Times,"Comedy,Drama,Family",1936.0,163245.0,NaN,8.5,183585.0,8.6,8.6,8.5,8.4,8.5,8.6,8.6,8.5,8.5,8.4,8.1,8.5,8.5,7.7,8.2,8.4,8.5,21134.0,121143.0,183585.0,212.0,51589.0,63084.0,21913.0,121143.0,173.0,42303.0,54200.0,18553.0,21134.0,31.0,8700.0,8214.0,3026.0,669.0,25767.0,88651.0,32770.0,34846.0,30781.0,12806.0,4329.0,1883.0,828.0,549.0,406.0,1945.0,5704.0,5830.0,5139.0,2262.0,769.0,414.0,174.0,137.0,107.0,598.0,142277.0
0,tt0029583,Snow White and the Seven Dwarfs,"Animation,Family,Fantasy",1937.0,184925485.0,418200000,7.6,159578.0,7.3,7.6,7.6,8.0,7.6,7.4,7.6,7.5,8.0,7.7,7.2,7.7,7.7,8.1,7.9,7.7,7.6,42512.0,83308.0,159578.0,241.0,50138.0,55705.0,15531.0,83308.0,153.0,28844.0,38773.0,12094.0,42512.0,85.0,20744.0,16378.0,3231.0,713.0,36788.0,67996.0,10742.0,9706.0,24399.0,23462.0,9178.0,3430.0,1051.0,539.0,260.0,541.0,7455.0,5386.0,11524.0,10073.0,4664.0,1900.0,662.0,391.0,195.0,262.0,125820.0
0,tt0032553,The Great Dictator,"Comedy,Drama,War",1940.0,5000000.0,11000000,8.5,174671.0,8.5,8.5,8.4,8.4,8.5,8.5,8.5,8.4,8.4,8.5,8.5,8.5,8.5,8.3,8.1,8.4,8.5,17822.0,118468.0,174671.0,190.0,45936.0,63873.0,21376.0,118468.0,163.0,38629.0,55813.0,18387.0,17822.0,22.0,6872.0,7396.0,2679.0,681.0,22307.0,88673.0,30788.0,33283.0,29849.0,13675.0,4998.0,2079.0,932.0,606.0,486.0,1772.0,5452.0,4741.0,4031.0,1747.0,691.0,344.0,168.0,138.0,114.0,396.0,136290.0
0,tt0032910,Pinocchio,"Animation,Comedy,Family",1940.0,84254167.0,NaN,7.5,112061.0,7.5,7.4,7.4,7.8,7.5,7.5,7.5,7.5,7.8,7.3,6.9,7.2,7.2,7.7,7.8,7.6,7.4,24738.0,63802.0,112061.0,191.0,35638.0,39122.0,10414.0,63802.0,141.0,23285.0,29186.0,8333.0,24738.0,45.0,11922.0,9528.0,1951.0,669.0,24724.0,48381.0,7466.0,6859.0,19039.0,18877.0,7276.0,2611.0,826.0,365.0,190.0,293.0,2824.0,2267.0,6059.0,7041.0,3665.0,1577.0,605.0,315.0,206.0,179.0,88540.0
0,tt0032976,Rebecca,"Drama,Mystery,Romance",1940.0,4360000.0,7592465,8.1,108348.0,8.1,8.1,8.1,8.3,8.1,7.8,8.1,8.0,8.2,8.4,9.0,8.2,8.3,8.7,8.0,8.3,8.1,20676.0,62300.0,108348.0,52.0,19879.0,40587.0,20650.0,62300.0,37.0,14160.0,30813.0,15386.0,20676.0,14.0,5533.0,9343.0,4989.0,672.0,24360.0,48966.0,10484.0,14223.0,19188.0,10602.0,3910.0,1545.0,625.0,365.0,269.0,1089.0,5334.0,4947.0,5629.0,2890.0,978.0,385.0,149.0,82.0,67.0,215.0,82976.0
0,tt0033563,Dumbo,"Animation,Drama,Family",1941.0,1600000.0,NaN,7.3,103565.0,7.1,7.2,7.3,7.5,7.2,7.0,7.2,7.2,7.4,7.4,7.3,7.3,7.4,7.7,7.5,7.4,7.2,24945.0,57533.0,103565.0,148.0,31405.0,38313.0,9865.0,57533.0,116.0,19451.0,27684.0,7801.0,24945.0,30.0,11584.0,10205.0,1936.0,644.0,22599.0,45753.0,5212.0,5026.0,13733.0,19217.0,8927.0,3330.0,1065.0,493.0,239.0,291.0,3367.0,2575.0,5857.0,6793.0,3571.0,1501.0,617.0,325.0,184.0,155.0,82478.0
0,tt0033870,The Maltese Falcon,"Film-Noir,Mystery",1941.0,1772000.0,NaN,8.1,137466.0,8.2,7.9,8.0,8.4,8.1,8.2,7.9,8.0,8.4,8.0,8.2,7.7,7.8,8.5,8.3,8.4,7.9,14176.0,90585.0,137466.0,72.0,21872.0,50891.0,29763.0,90585.0,63.0,18384.0,44207.0,25170.0,14176.0,8.0,3281.0,6200.0,4197.0,693.0,38504.0,55294.0,16782.0,19871.0,26323.0,15979.0,6219.0,2336.0,1002.0,514.0,322.0,1237.0,2664.0,2633.0,3983.0,2612.0,1161.0,458.0,183.0,111.0,77.0,294.0,104761.0
0,tt0034492,Bambi,"Animation,Drama,Family",1942.0,102797150.0,165200000,7.3,113908.0,7.3,7.3,7.3,7.7,7.3,7.3,7.3,7.2,7.6,7.5,7.3,7.5,7.5,7.9,7.6,7.5,7.3,28241.0,61621.0,113908.0,185.0,35730.0,39652.0,11408.0,61621.0,126.0,21678.0,28351.0,8922.0,28241.0,54.0,13627.0,10884.0,2344.0,656.0,25800.0,49236.0,5731.0,5596.0,15777.0,19515.0,9002.0,3441.0,1256.0,547.0,304.0,452.0,4379.0,3244.0,7130.0,7400.0,3438.0,1449.0,587.0,305.0,163.0,146.0,89862.0
0,tt0036775,Double Indemnity,"Crime,Drama,Film-Noir",1944.0,5720000.0,NaN,8.3,123580.0,8.5,8.3,8.3,8.5,8.4,8.5,8.3,8.3,8.5,8.2,8.3,8.0,8.1,8.6,8.2,8.5,8.2,14809.0,79851.0,123580.0,56.0,24969.0,45202.0,22428.0,79851.0,47.0,20468.0,38586.0,18294.0,14809.0,9.0,4269.0,6183.0,3820.0,680.0,33171.0,50883.0,16721.0,20977.0,23046.0,11155.0,3603.0,1524.0,668.0,361.0,308.0,1488.0,2991.0,3291.0,4117.0,2311.0,881.0,423.0,207.0,107.0,109.0,372.0,94660.0
0,tt0040522,Bicycle Thieves,Drama,1948.0,36818.0,NaN,8.3,122398.0,8.5,8.3,8.3,8.3,8.3,8.6,8.4,8.3,8.3,8.2,7.5,8.2,8.2,8.3,7.8,8.3,8.3,14001.0,81196.0,122398.0,79.0,31853.0,45519.0,15063.0,81196.0,68.0,26144.0,39114.0,12821.0,14001.0,11.0,5396.0,5986.0,2018.0,592.0,21432.0,59064.0,19325.0,20837.0,21046.0,10910.0,4093.0,1811.0,812.0,530.0,432.0,1400.0,3211.0,3398.0,3779.0,1919.0,679.0,366.0,141.0,109.0,137.0,262.0,95197.0
0,tt0040746,Rope,"Crime,Drama,Mystery",1948.0,NaN,NaN,8.0,112712.0,8.4,8.1,8.0,7.9,8.0,8.5,8.1,8.0,7.8,8.1,8.0,8.1,8.1,8.1,7.7,8.1,8.0,14214.0,77197.0,112712.0,72.0,26476.0,45698.0,17299.0,77197.0,60.0,21685.0,38754.0,14361.0,14214.0,11.0,4531.0,6466.0,2710.0,709.0,24159.0,56351.0,10486.0,16459.0,26708.0,14968.0,4989.0,1661.0,601.0,303.0,238.0,784.0,2609.0,2984.0,4525.0,2587.0,826.0,301.0,91.0,79.0,51.0,161.0,91411.0
0,tt0041959,The Third Man,"Film-Noir,Mystery,Thriller",1949.0,449191,NaN,8.2,140086.0,8.7,8.1,8.2,8.4,8.2,8.7,8.2,8.2,8.4,8.2,8.7,7.9,8.1,8.5,8.0,8.5,8.1,12927.0,93299.0,140086.0,81.0,24766.0,52279.0,26873.0,93299.0,73.0,21374.0,45973.0,22952.0,12927.0,7.0,3167.0,5780.0,3549.0,700.0,31389.0,63682.0,21280.0,21631.0,24589.0,14476.0,5698.0,2310.0,960.0,597.0,376.0,1382.0,3074.0,2773.0,3177.0,1992.0,843.0,451.0,156.0,117.0,89.0,255.0,106226.0
0,tt0042192,All About Eve,Drama,1950.0,10177,NaN,8.3,104683.0,8.5,8.2,8.2,8.5,8.2,8.5,8.2,8.1,8.4,8.5,8.5,8.4,8.5,8.8,7.8,8.5,8.2,20438.0,58948.0,104683.0,46.0,18631.0,37217.0,21773.0,58948.0,38.0,13242.0,27970.0,15943.0,20438.0,7.0,5208.0,8890.0,5539.0,657.0,27527.0,42884.0,13415.0,13124.0,15494.0,8852.0,3420.0,1726.0,744.0,501.0,337.0,1335.0,6124.0,5225.0,4993.0,2337.0,777.0,409.0,154.0,100.0,61.0,258.0,79386.0
0,tt0042332,Cinderella,"Animation,Family,Fantasy",1950.0,85000000,NaN,7.3,127294.0,7.1,7.3,7.3,7.5,7.1,7.0,7.0,7.0,7.4,7.7,7.2,7.6,7.8,7.9,7.3,7.4,7.2,41409.0,59852.0,127294.0,219.0,43508.0,43740.0,9941.0,59852.0,127.0,22047.0,27554.0,7369.0,41409.0,86.0,20967.0,15741.0,2430.0,656.0,29197.0,53101.0,4519.0,4235.0,12944.0,21223.0,10576.0,3901.0,1273.0,543.0,270.0,368.0,8002.0,5058.0,10370.0,10765.0,4562.0,1589.0,548.0,241.0,127.0,147.0,101261.0
0,tt0042876,Rashomon,"Crime,Drama,Mystery",1950.0,96568,NaN,8.3,129947.0,7.8,8.2,8.3,8.3,8.3,8.0,8.3,8.3,8.3,8.0,6.6,8.0,8.1,7.6,7.9,8.4,8.2,11802.0,88428.0,129947.0,68.0,28694.0,52258.0,16941.0,88428.0,59.0,24765.0,46431.0,14333.0,11802.0,8.0,3663.0,5336.0,2385.0,588.0,28279.0,59279.0,21136.0,22003.0,22502.0,12200.0,4575.0,2160.0,958.0,616.0,523.0,1755.0,2467.0,2671.0,2723.0,1977.0,630.0,331.0,152.0,103.0,116.0,632.0,100230.0
0,tt0043014,Sunset Boulevard,"Drama,Film-Noir",1950.0,5123000,5303175,8.4,173727.0,8.6,8.4,8.4,8.6,8.4,8.5,8.4,8.4,8.6,8.5,9.1,8.4,8.5,8.7,8.3,8.7,8.4,24114.0,110047.0,173727.0,106.0,36908.0,65404.0,28572.0,110047.0,87.0,29423.0,54002.0,22862.0,24114.0,18.0,7153.0,10758.0,5273.0,687.0,42307.0,75142.0,27950.0,28000.0,27648.0,14332.0,5504.0,2401.0,1026.0,606.0,450.0,2130.0,6798.0,6244.0,5724.0,2914.0,1045.0,516.0,219.0,141.0,109.0,404.0,134161.0
0,tt0043274,Alice in Wonderland,"Adventure,Animation,Family",1951.0,5232000,NaN,7.4,113035.0,7.5,7.5,7.4,7.3,7.3,7.4,7.3,7.4,7.2,7.6,7.8,7.6,7.6,7.5,7.3,7.5,7.3,31879.0,59579.0,113035.0,133.0,37208.0,43000.0,8212.0,59579.0,86.0,20887.0,29804.0,6408.0,31879.0,45.0,15906.0,12761.0,1680.0,621.0,26970.0,48682.0,5928.0,6015.0,15710.0,18496.0,8176.0,3043.0,1074.0,497.0,270.0,370.0,5864.0,4005.0,7993.0,7766.0,3560.0,1509.0,567.0,291.0,147.0,177.0,91458.0
0,tt0044079,Strangers on a Train,"Crime,Film-Noir,Thriller",1951.0,7630000,NaN,8.0,111898.0,8.3,8.0,8.0,8.2,8.0,8.3,8.0,8.0,8.2,8.1,8.3,8.0,8.0,8.4,8.1,8.3,7.9,14580.0,75355.0,111898.0,42.0,24196.0,44424.0,19522.0,75355.0,36.0,19631.0,37541.0,15999.0,14580.0,6.0,4323.0,6444.0,3280.0,703.0,26831.0,52830.0,10020.0,16013.0,26177.0,14869.0,4753.0,1599.0,536.0,324.0,195.0,869.0,2462.0,3058.0,4841.0,2676.0,864.0,312.0,91.0,49.0,44.0,183.0,89935.0
0,tt0045152,Singin' in the Rain,"Comedy,Musical,Romance",1952.0,8819028,13979088,8.3,190497.0,8.7,8.4,8.2,8.4,8.3,8.7,8.3,8.2,8.3,8.5,8.9,8.5,8.5,8.6,8.1,8.5,8.2,41526.0,104147.0,190497.0,199.0,43122.0,65769.0,31831.0,104147.0,150.0,28044.0,47510.0,24216.0,41526.0,46.0,14628.0,17606.0,7161.0,717.0,46635.0,77288.0,25144.0,23505.0,26785.0,15440.0,6191.0,2729.0,1248.0,787.0,554.0,1764.0,13005.0,10176.0,9882.0,4963.0,1802.0,734.0,303.0,170.0,135.0,356.0,145673.0
0,tt0046183,Peter Pan,"Adventure,Animation,Family",1953.0,87404651,NaN,7.3,108469.0,7.3,7.4,7.3,7.4,7.2,7.2,7.2,7.2,7.3,7.5,7.5,7.6,7.5,7.5,7.4,7.5,7.2,27791.0,56949.0,108469.0,210.0,37607.0,34918.0,8563.0,56949.0,140.0,22476.0,24750.0,6737.0,27791.0,65.0,14663.0,9794.0,1700.0,606.0,23635.0,44836.0,4423.0,4593.0,14460.0,20593.0,8419.0,2851.0,819.0,368.0,153.0,270.0,4424.0,3131.0,7013.0,7836.0,3334.0,1248.0,396.0,189.0,117.0,103.0,84740.0
0,tt0046250,Roman Holiday,"Comedy,Romance",1953.0,5000000,12000000,8.1,115431.0,8.2,8.1,8.0,8.0,8.0,8.1,8.1,7.9,7.9,8.2,8.3,8.2,8.2,8.2,7.7,8.1,8.0,33696.0,58950.0,115431.0,66.0,27629.0,43751.0,18885.0,58950.0,30.0,14201.0,28888.0,14041.0,33696.0,34.0,13118.0,14384.0,4588.0,621.0,26057.0,53014.0,9589.0,12334.0,18687.0,10990.0,3752.0,1390.0,523.0,335.0,243.0,1107.0,7677.0,7474.0,10301.0,5432.0,1573.0,499.0,186.0,98.0,56.0,400.0,92646.0
0,tt0046912,Dial M for Murder,"Crime,Thriller",1954.0,12562,13080000,8.2,136888.0,8.3,8.3,8.2,8.0,8.2,8.3,8.3,8.2,8.0,8.2,8.6,8.3,8.1,8.2,7.9,8.1,8.2,18269.0,87707.0,136888.0,86.0,31297.0,50256.0,21402.0,87707.0,71.0,25157.0,41823.0,17455.0,18269.0,13.0,5886.0,7945.0,3664.0,731.0,27168.0,63539.0,12140.0,22145.0,32636.0,14034.0,3728.0,1377.0,432.0,241.0,191.0,783.0,3034.0,4352.0,6528.0,2890.0,810.0,288.0,110.0,78.0,37.0,142.0,105976.0
0,tt0047296,On the Waterfront,"Crime,Drama,Thriller",1954.0,9600000,NaN,8.2,125708.0,8.3,8.3,8.2,8.2,8.2,8.4,8.3,8.2,8.2,8.0,8.0,8.1,8.0,7.9,7.9,8.4,8.1,12440.0,83741.0,125708.0,72.0,24975.0,46691.0,22086.0,83741.0,60.0,21440.0,40918.0,18508.0,12440.0,11.0,3340.0,5365.0,3292.0,689.0,34521.0,50670.0,16885.0,20021.0,24655.0,12984.0,4607.0,1760.0,774.0,447.0,275.0,1333.0,2756.0,2688.0,3354.0,1875.0,749.0,320.0,125.0,94.0,71.0,408.0,96181.0
0,tt0048280,Lady and the Tramp,"Adventure,Animation,Comedy",1955.0,93600000,NaN,7.3,105169.0,7.3,7.4,7.3,7.5,7.2,7.2,7.2,7.2,7.4,7.7,7.5,7.7,7.6,7.9,7.5,7.5,7.3,29064.0,53294.0,105169.0,177.0,34348.0,35244.0,9536.0,53294.0,110.0,19241.0,24075.0,7375.0,29064.0,61.0,14687.0,10788.0,2044.0,615.0,22308.0,44963.0,3845.0,4213.0,12976.0,19238.0,8710.0,2811.0,799.0,304.0,165.0,233.0,4705.0,3581.0,8021.0,7984.0,3150.0,1014.0,332.0,143.0,68.0,66.0,82358.0
0,tt0050212,The Bridge on the River Kwai,"Adventure,Drama,War",1957.0,44908000,NaN,8.2,182159.0,8.6,8.2,8.1,8.3,8.2,8.6,8.2,8.1,8.3,8.0,7.9,7.8,7.9,8.4,8.2,8.5,8.1,13190.0,126038.0,182159.0,87.0,26210.0,69606.0,39541.0,126038.0,78.0,23750.0,63241.0,34347.0,13190.0,8.0,2234.0,5692.0,4706.0,730.0,40025.0,80360.0,21328.0,31893.0,40814.0,20816.0,6237.0,2213.0,802.0,451.0,328.0,1156.0,2408.0,2777.0,3896.0,2297.0,892.0,369.0,159.0,90.0,80.0,222.0,139228.0
0,tt0050825,Paths of Glory,"Drama,War",1957.0,NaN,NaN,8.4,151286.0,8.8,8.5,8.4,8.4,8.5,8.9,8.5,8.4,8.5,8.1,8.0,8.2,8.0,8.0,8.3,8.5,8.4,8978.0,107863.0,151286.0,137.0,34746.0,57182.0,21967.0,107863.0,127.0,31594.0,52730.0,19664.0,8978.0,9.0,2818.0,3892.0,1985.0,686.0,29118.0,72392.0,24589.0,30953.0,29885.0,13420.0,4223.0,1655.0,679.0,443.0,434.0,1582.0,1895.0,2001.0,2244.0,1285.0,507.0,287.0,126.0,121.0,135.0,377.0,116841.0
0,tt0050976,The Seventh Seal,"Drama,Fantasy",1957.0,NaN,NaN,8.2,139491.0,8.5,8.3,8.2,8.1,8.2,8.6,8.3,8.2,8.2,8.1,8.1,8.2,8.2,7.5,7.7,8.3,8.2,15401.0,94273.0,139491.0,108.0,34459.0,54734.0,17749.0,94273.0,94.0,28592.0,47526.0,14873.0,15401.0,11.0,5544.0,6660.0,2649.0,617.0,26663.0,67621.0,24083.0,21030.0,22643.0,13379.0,5634.0,2818.0,1284.0,798.0,677.0,1927.0,3964.0,3253.0,3867.0,2016.0,830.0,434.0,216.0,134.0,130.0,557.0,109674.0
0,tt0052618,Ben-Hur,"Adventure,Drama,History",1959.0,74700000,196200000,8.1,196886.0,8.2,8.1,8.1,8.2,8.1,8.2,8.1,8.1,8.2,7.9,8.2,7.8,7.8,8.1,8.0,8.2,8.0,19721.0,131919.0,196886.0,120.0,32983.0,77231.0,36192.0,131919.0,102.0,28207.0,67281.0,30669.0,19721.0,17.0,4484.0,9209.0,5072.0,740.0,37842.0,89866.0,27222.0,28757.0,38903.0,21524.0,7983.0,3258.0,1372.0,780.0,588.0,1532.0,4386.0,3549.0,5110.0,3345.0,1466.0,746.0,328.0,226.0,178.0,387.0,151640.0
0,tt0053285,Sleeping Beauty,"Animation,Family,Fantasy",1959.0,51600000,NaN,7.3,118975.0,6.9,7.2,7.3,7.4,7.1,6.8,7.0,7.1,7.3,7.6,7.1,7.5,7.7,7.7,7.3,7.5,7.2,38960.0,55725.0,118975.0,184.0,40426.0,41392.0,9253.0,55725.0,109.0,20240.0,25989.0,6940.0,38960.0,73.0,19723.0,14981.0,2185.0,612.0,27535.0,49678.0,5017.0,4267.0,11826.0,18774.0,9841.0,3748.0,1194.0,483.0,235.0,340.0,7423.0,4527.0,9147.0,10084.0,4700.0,1873.0,624.0,315.0,138.0,129.0,94685.0
0,tt0053291,Some Like It Hot,"Comedy,Romance",1959.0,25000000,NaN,8.2,214166.0,8.4,8.3,8.2,8.3,8.2,8.4,8.3,8.1,8.3,8.4,8.6,8.4,8.4,8.5,7.9,8.3,8.2,43949.0,121198.0,214166.0,136.0,44965.0,78027.0,37423.0,121198.0,97.0,29360.0,57933.0,29332.0,43949.0,36.0,15139.0,19246.0,7567.0,747.0,44685.0,97534.0,25252.0,28102.0,34434.0,19713.0,7158.0,2687.0,1116.0,664.0,520.0,1552.0,12867.0,10063.0,11238.0,5963.0,2064.0,744.0,325.0,216.0,139.0,330.0,165147.0
0,tt0053604,The Apartment,"Comedy,Drama,Romance",1960.0,18600000,25000000,8.3,138996.0,8.4,8.4,8.2,8.2,8.3,8.4,8.5,8.3,8.2,8.2,8.6,8.2,8.1,8.3,7.9,8.4,8.3,20509.0,87130.0,138996.0,71.0,27319.0,52870.0,24699.0,87130.0,57.0,21277.0,42930.0,19894.0,20509.0,14.0,5774.0,9424.0,4470.0,689.0,29720.0,63927.0,18066.0,22250.0,25889.0,12650.0,4158.0,1590.0,622.0,374.0,283.0,1248.0,4038.0,4829.0,6084.0,3285.0,1144.0,453.0,177.0,91.0,98.0,310.0,107639.0
0,tt0054331,Spartacus,"Adventure,Biography,Drama",1960.0,30000000,60000000,7.9,111095.0,8.0,7.9,7.9,8.0,7.9,7.9,7.9,7.9,8.0,7.7,8.3,7.7,7.7,7.4,8.0,8.0,7.9,8613.0,79953.0,111095.0,43.0,17693.0,47324.0,22034.0,79953.0,40.0,15849.0,42848.0,19128.0,8613.0,3.0,1683.0,4051.0,2634.0,709.0,25316.0,55025.0,11217.0,15173.0,28439.0,15744.0,5333.0,1805.0,695.0,372.0,201.0,974.0,1327.0,1331.0,2595.0,1707.0,727.0,303.0,125.0,76.0,48.0,374.0,88566.0
0,tt0054698,Breakfast at Tiffany's,"Comedy,Drama,Romance",1961.0,8000000,14000000,7.7,148040.0,7.9,7.8,7.6,7.7,7.6,7.8,7.6,7.5,7.6,8.0,8.0,8.0,7.9,8.0,7.5,7.7,7.7,51101.0,67368.0,148040.0,120.0,41360.0,54832.0,18890.0,67368.0,46.0,17171.0,33757.0,14146.0,51101.0,70.0,23713.0,20439.0,4488.0,671.0,29593.0,70393.0,7609.0,9903.0,20749.0,16862.0,6911.0,2646.0,1125.0,645.0,352.0,566.0,11382.0,9465.0,14289.0,9570.0,3694.0,1402.0,558.0,275.0,205.0,261.0,118469.0
0,tt0055254,101 Dalmatians,"Adventure,Animation,Comedy",1961.0,144880014,215880014,7.2,133636.0,7.1,7.3,7.1,7.3,7.1,7.1,7.2,7.0,7.3,7.5,7.2,7.6,7.4,7.6,7.2,7.4,7.2,34059.0,72668.0,133636.0,182.0,47325.0,44662.0,10519.0,72668.0,124.0,29102.0,31887.0,8243.0,34059.0,54.0,17694.0,12309.0,2125.0,658.0,27302.0,58403.0,5399.0,5290.0,16192.0,27131.0,12251.0,4157.0,1136.0,478.0,244.0,390.0,5048.0,3637.0,8644.0,10270.0,4191.0,1419.0,447.0,189.0,108.0,106.0,106727.0
0,tt0055928,Dr. No,"Action,Adventure,Thriller",1962.0,16067035,59600000,7.3,131531.0,7.6,7.3,7.2,7.3,7.3,7.5,7.3,7.2,7.3,7.1,8.5,7.2,7.1,7.3,7.2,7.5,7.2,8453.0,97128.0,131531.0,119.0,27776.0,54181.0,20487.0,97128.0,108.0,25044.0,49753.0,18536.0,8453.0,7.0,2491.0,3909.0,1718.0,736.0,26988.0,63934.0,6849.0,8226.0,26928.0,35642.0,13304.0,3960.0,1125.0,483.0,221.0,390.0,692.0,604.0,2035.0,2999.0,1301.0,468.0,165.0,79.0,47.0,63.0,105581.0
0,tt0056172,Lawrence of Arabia,"Adventure,Biography,Drama",1962.0,44824144,77324144,8.3,235456.0,8.7,8.4,8.2,8.5,8.4,8.8,8.4,8.3,8.5,8.0,8.2,8.0,7.9,8.2,8.2,8.6,8.2,21029.0,158857.0,235456.0,131.0,41299.0,88220.0,44981.0,158857.0,116.0,36287.0,77980.0,38150.0,21029.0,13.0,4643.0,9318.0,6198.0,734.0,51870.0,102291.0,42518.0,37663.0,38353.0,20969.0,8315.0,3642.0,1598.0,1030.0,819.0,3950.0,5180.0,4319.0,4798.0,3055.0,1393.0,727.0,345.0,246.0,184.0,782.0,179886.0
0,tt0056869,The Birds,"Drama,Horror,Mystery",1963.0,11403529,NaN,7.7,151361.0,8.0,7.6,7.7,7.9,7.7,7.9,7.6,7.7,7.9,7.7,8.1,7.6,7.7,8.0,8.0,7.8,7.7,23689.0,95698.0,151361.0,103.0,31182.0,60691.0,24772.0,95698.0,83.0,23043.0,49099.0,20418.0,23689.0,17.0,7827.0,10978.0,4008.0,752.0,34034.0,71444.0,10951.0,15029.0,31149.0,22926.0,9299.0,3277.0,1379.0,701.0,392.0,595.0,3213.0,3740.0,7247.0,5476.0,2224.0,914.0,370.0,166.0,141.0,198.0,119387.0
0,tt0057076,From Russia with Love,"Action,Adventure,Thriller",1963.0,24796765,54100000,7.5,103310.0,7.7,7.5,7.4,7.5,7.5,7.7,7.5,7.4,7.5,7.2,7.9,7.1,7.1,7.5,7.4,7.7,7.3,6188.0,75803.0,103310.0,96.0,20701.0,41518.0,17290.0,75803.0,87.0,18840.0,38319.0,15663.0,6188.0,6.0,1693.0,2820.0,1432.0,704.0,21253.0,50357.0,7094.0,8695.0,23108.0,23636.0,8827.0,2765.0,872.0,355.0,183.0,268.0,549.0,483.0,1614.0,1989.0,944.0,340.0,105.0,48.0,38.0,78.0,81991.0
0,tt0057115,The Great Escape,"Adventure,Drama,History",1963.0,12100000,NaN,8.2,200594.0,8.3,8.3,8.2,8.3,8.2,8.3,8.3,8.2,8.3,8.1,8.4,8.2,8.1,8.0,8.1,8.4,8.2,14682.0,140482.0,200594.0,113.0,36265.0,76384.0,37602.0,140482.0,102.0,32591.0,69419.0,32679.0,14682.0,10.0,3383.0,6241.0,4436.0,762.0,42126.0,90706.0,25986.0,36618.0,45465.0,21369.0,6243.0,2006.0,729.0,419.0,273.0,1374.0,3139.0,3421.0,4088.0,2191.0,757.0,352.0,127.0,75.0,56.0,476.0,155164.0
