tvshow_code,show_name,seasonNumber,averageRating,numVotes
tt0053479,The Andy Griffith Show,3,8.368749999999999,191.46875
tt0053479,The Andy Griffith Show,4,8.337499999999999,168.21875
tt0053479,The Andy Griffith Show,5,8.046875,136.125
tt0053479,The Andy Griffith Show,6,6.9433333333333325,98.9
tt0053479,The Andy Griffith Show,7,7.069999999999998,92.76666666666667
tt0053479,The Andy Griffith Show,8,6.869999999999999,93.4
tt0053488,The Bugs Bunny Show,1,8.026923076923076,25.192307692307693
tt0053488,The Bugs Bunny Show,2,7.98076923076923,26.076923076923077
tt0053488,The Bugs Bunny Show,3,9.0,22.0
tt0053494,Coronation Street,1,7.427586206896554,9.689655172413794
tt0053496,Danger Man,1,7.212820512820512,44.30769230769231
tt0053502,The Flintstones,1,7.5793103448275865,123.10344827586206
tt0053502,The Flintstones,2,7.496874999999999,88.28125
